paper,screening,patch,C,M,Y,K,L_t,a_t,b_t,L_m,a_m,b_m,de00
teksturirani papir 300 g,600 dot,383,36.0,29.0,29.0,0.0,52.0,69.0,-0.0,44.0,4.0,-0.0,8.59
teksturirani papir 300 g,600 dot,384,45.0,36.0,36.0,0.0,44.0,54.0,-0.0,35.0,40.0,-0.0,8.07
teksturirani papir 300 g,600 dot,385,54.0,43.0,43.0,0.0,37.0,40.0,-0.0,31.0,21.0,-0.0,5.13
teksturirani papir 300 g,600 dot,386,63.0,50.0,50.0,0.0,32.0,87.0,-1.0,28.0,59.0,-0.0,3.54
teksturirani papir 300 g,600 dot,387,72.0,58.0,58.0,0.0,28.0,41.0,-2.0,25.0,79.0,-1.0,2.79
teksturirani papir 300 g,600 dot,388,81.0,65.0,65.0,2.0,24.0,86.0,-3.0,22.0,18.0,-3.0,1.94
teksturirani papir 300 g,600 dot,389,90.0,72.0,72.0,49.0,17.0,25.0,-3.0,15.0,44.0,-3.0,1.26
teksturirani papir 300 g,600 dot,390,24.0,19.0,19.0,11.0,55.0,39.0,0.0,49.0,29.0,-0.0,6.0
teksturirani papir 300 g,600 dot,391,49.0,39.0,39.0,30.0,30.0,99.0,-0.0,26.0,47.0,-0.0,3.46
teksturirani papir 300 g,600 dot,392,74.0,59.0,59.0,59.0,19.0,52.0,-1.0,18.0,66.0,-1.0,0.84
teksturirani papir 300 g,600 dot,393,28.0,0.0,0.0,0.0,76.0,29.0,-8.0,77.0,42.0,-9.0,1.15
teksturirani papir 300 g,600 dot,394,64.0,0.0,0.0,0.0,59.0,50.0,-26.0,57.0,38.0,-31.0,3.07
teksturirani papir 300 g,600 dot,395,0.0,21.0,0.0,0.0,79.0,67.0,7.0,83.0,86.0,4.0,5.23
teksturirani papir 300 g,600 dot,396,0.0,52.0,0.0,0.0,66.0,41.0,23.0,60.0,74.0,37.0,8.14
teksturirani papir 300 g,600 dot,397,0.0,0.0,21.0,0.0,85.0,0.0,0.0,85.0,38.0,1.0,3.43
teksturirani papir 300 g,600 dot,398,0.0,0.0,52.0,0.0,84.0,5.0,-0.0,84.0,33.0,-1.0,6.16
teksturirani papir 300 g,600 dot,399,0.0,0.0,0.0,25.0,62.0,44.0,0.0,56.0,73.0,0.0,5.08
teksturirani papir 300 g,600 dot,400,0.0,0.0,0.0,60.0,34.0,59.0,-0.0,27.0,54.0,-0.0,5.54
teksturirani papir 300 g,stochastic,1,0.0,0.0,0.0,0.0,85.0,75.0,2.0,85.0,16.0,2.0,0.44
teksturirani papir 300 g,stochastic,2,0.0,21.0,0.0,0.0,76.0,84.0,9.0,82.0,4.0,4.0,7.57
teksturirani papir 300 g,stochastic,3,0.0,52.0,0.0,0.0,64.0,0.0,25.0,70.0,63.0,20.0,6.05
teksturirani papir 300 g,stochastic,4,0.0,81.0,0.0,0.0,53.0,84.0,41.0,53.0,67.0,44.0,1.22
teksturirani papir 300 g,stochastic,5,0.0,100.0,0.0,0.0,45.0,70.0,57.0,45.0,27.0,58.0,0.63
teksturirani papir 300 g,stochastic,6,16.0,0.0,0.0,0.0,79.0,94.0,-3.0,83.0,93.0,0.0,8.01
teksturirani papir 300 g,stochastic,7,16.0,21.0,0.0,0.0,72.0,60.0,3.0,81.0,63.0,2.0,9.47
teksturirani papir 300 g,stochastic,8,16.0,52.0,0.0,0.0,60.0,35.0,19.0,69.0,12.0,18.0,7.61
teksturirani papir 300 g,stochastic,9,16.0,81.0,0.0,0.0,48.0,78.0,34.0,52.0,51.0,41.0,4.65
teksturirani papir 300 g,stochastic,10,16.0,100.0,0.0,0.0,41.0,76.0,49.0,44.0,24.0,55.0,3.22
teksturirani papir 300 g,stochastic,11,39.0,0.0,0.0,0.0,70.0,60.0,-12.0,77.0,16.0,-6.0,8.14
teksturirani papir 300 g,stochastic,12,39.0,21.0,0.0,0.0,64.0,12.0,-4.0,75.0,41.0,-4.0,10.55
teksturirani papir 300 g,stochastic,13,39.0,52.0,0.0,0.0,52.0,50.0,9.0,63.0,63.0,11.0,11.19
teksturirani papir 300 g,stochastic,14,39.0,81.0,0.0,0.0,42.0,41.0,25.0,48.0,13.0,34.0,7.41
teksturirani papir 300 g,stochastic,15,39.0,100.0,0.0,0.0,36.0,66.0,38.0,40.0,35.0,48.0,5.49
teksturirani papir 300 g,stochastic,16,64.0,0.0,0.0,0.0,61.0,85.0,-22.0,67.0,53.0,-18.0,5.53
teksturirani papir 300 g,stochastic,17,64.0,21.0,0.0,0.0,55.0,46.0,-15.0,64.0,90.0,-16.0,8.89
teksturirani papir 300 g,stochastic,18,64.0,52.0,0.0,0.0,47.0,9.0,-2.0,55.0,55.0,-0.0,8.88
teksturirani papir 300 g,stochastic,19,64.0,81.0,0.0,0.0,37.0,80.0,11.0,42.0,30.0,20.0,9.02
teksturirani papir 300 g,stochastic,20,64.0,100.0,0.0,0.0,32.0,37.0,22.0,34.0,52.0,34.0,7.45
teksturirani papir 300 g,stochastic,21,85.0,0.0,0.0,0.0,55.0,14.0,-30.0,57.0,83.0,-29.0,2.61
teksturirani papir 300 g,stochastic,22,85.0,21.0,0.0,0.0,49.0,48.0,-24.0,55.0,87.0,-27.0,6.51
teksturirani papir 300 g,stochastic,23,85.0,52.0,0.0,0.0,40.0,48.0,-11.0,48.0,8.0,-13.0,7.33
teksturirani papir 300 g,stochastic,24,85.0,81.0,0.0,0.0,33.0,3.0,2.0,37.0,0.0,5.0,4.67
teksturirani papir 300 g,stochastic,25,85.0,100.0,0.0,0.0,28.0,40.0,10.0,30.0,25.0,18.0,6.2
teksturirani papir 300 g,stochastic,26,100.0,0.0,0.0,0.0,48.0,31.0,-36.0,51.0,88.0,-34.0,3.71
teksturirani papir 300 g,stochastic,27,100.0,21.0,0.0,0.0,42.0,7.0,-30.0,49.0,60.0,-33.0,7.37
teksturirani papir 300 g,stochastic,28,100.0,52.0,0.0,0.0,35.0,65.0,-17.0,42.0,72.0,-21.0,6.41
teksturirani papir 300 g,stochastic,29,100.0,81.0,0.0,0.0,29.0,27.0,-4.0,32.0,72.0,-1.0,3.04
teksturirani papir 300 g,stochastic,30,100.0,100.0,0.0,0.0,25.0,3.0,5.0,27.0,72.0,9.0,3.66
teksturirani papir 300 g,stochastic,31,0.0,0.0,21.0,0.0,84.0,7.0,0.0,83.0,97.0,0.0,0.69
teksturirani papir 300 g,stochastic,32,0.0,21.0,21.0,0.0,76.0,0.0,8.0,81.0,41.0,3.0,7.49
teksturirani papir 300 g,stochastic,33,0.0,52.0,21.0,0.0,64.0,77.0,24.0,67.0,93.0,21.0,3.38
teksturirani papir 300 g,stochastic,34,0.0,81.0,21.0,0.0,53.0,59.0,42.0,52.0,88.0,45.0,1.7
teksturirani papir 300 g,stochastic,35,0.0,100.0,21.0,0.0,45.0,4.0,57.0,44.0,46.0,57.0,0.57
teksturirani papir 300 g,stochastic,36,16.0,0.0,21.0,0.0,78.0,67.0,-4.0,81.0,84.0,-0.0,5.55
teksturirani papir 300 g,stochastic,37,16.0,21.0,21.0,0.0,65.0,82.0,3.0,76.0,77.0,1.0,9.35
teksturirani papir 300 g,stochastic,38,16.0,52.0,21.0,0.0,54.0,75.0,17.0,65.0,89.0,15.0,10.14
teksturirani papir 300 g,stochastic,39,16.0,81.0,21.0,0.0,45.0,87.0,34.0,50.0,81.0,40.0,5.44
teksturirani papir 300 g,stochastic,40,16.0,100.0,21.0,0.0,39.0,77.0,48.0,42.0,95.0,54.0,3.6
teksturirani papir 300 g,stochastic,41,39.0,0.0,21.0,0.0,68.0,91.0,-13.0,76.0,25.0,-8.0,9.51
teksturirani papir 300 g,stochastic,42,39.0,21.0,21.0,0.0,57.0,10.0,-4.0,70.0,23.0,-1.0,12.76
teksturirani papir 300 g,stochastic,43,39.0,52.0,21.0,0.0,47.0,37.0,10.0,61.0,37.0,10.0,13.81
teksturirani papir 300 g,stochastic,44,39.0,81.0,21.0,0.0,39.0,48.0,25.0,47.0,43.0,31.0,8.01
teksturirani papir 300 g,stochastic,45,39.0,100.0,21.0,0.0,35.0,19.0,36.0,40.0,70.0,47.0,6.24
teksturirani papir 300 g,stochastic,46,64.0,0.0,21.0,0.0,58.0,71.0,-26.0,66.0,40.0,-21.0,7.88
teksturirani papir 300 g,stochastic,47,64.0,21.0,21.0,0.0,49.0,49.0,-16.0,62.0,70.0,-14.0,12.85
teksturirani papir 300 g,stochastic,48,64.0,52.0,21.0,0.0,40.0,46.0,-1.0,53.0,38.0,-0.0,12.92
teksturirani papir 300 g,stochastic,49,64.0,81.0,21.0,0.0,33.0,61.0,11.0,40.0,70.0,19.0,8.94
teksturirani papir 300 g,stochastic,50,64.0,100.0,21.0,0.0,29.0,26.0,21.0,34.0,82.0,33.0,7.85
teksturirani papir 300 g,stochastic,51,85.0,0.0,21.0,0.0,53.0,5.0,-35.0,56.0,78.0,-33.0,3.78
teksturirani papir 300 g,stochastic,52,85.0,21.0,21.0,0.0,43.0,31.0,-25.0,53.0,15.0,-27.0,9.83
teksturirani papir 300 g,stochastic,53,85.0,52.0,21.0,0.0,33.0,93.0,-10.0,47.0,35.0,-13.0,12.12
teksturirani papir 300 g,stochastic,54,85.0,81.0,21.0,0.0,28.0,0.0,2.0,36.0,39.0,5.0,7.44
teksturirani papir 300 g,stochastic,55,85.0,100.0,21.0,0.0,24.0,54.0,10.0,29.0,84.0,17.0,6.67
teksturirani papir 300 g,stochastic,56,100.0,0.0,21.0,0.0,46.0,51.0,-42.0,50.0,14.0,-39.0,3.82
teksturirani papir 300 g,stochastic,57,100.0,21.0,21.0,0.0,40.0,68.0,-32.0,48.0,29.0,-36.0,7.3
teksturirani papir 300 g,stochastic,58,100.0,52.0,21.0,0.0,32.0,63.0,-16.0,41.0,95.0,-22.0,8.51
teksturirani papir 300 g,stochastic,59,100.0,81.0,21.0,0.0,25.0,59.0,-3.0,32.0,66.0,-4.0,5.58
teksturirani papir 300 g,stochastic,60,100.0,100.0,21.0,0.0,23.0,42.0,2.0,27.0,11.0,6.0,3.72
teksturirani papir 300 g,stochastic,61,0.0,0.0,52.0,0.0,82.0,41.0,0.0,83.0,29.0,-0.0,0.89
teksturirani papir 300 g,stochastic,62,0.0,21.0,52.0,0.0,75.0,29.0,8.0,80.0,29.0,2.0,5.71
teksturirani papir 300 g,stochastic,63,0.0,52.0,52.0,0.0,63.0,67.0,24.0,65.0,96.0,21.0,2.77
teksturirani papir 300 g,stochastic,64,0.0,81.0,52.0,0.0,52.0,73.0,42.0,51.0,27.0,45.0,2.14
teksturirani papir 300 g,stochastic,65,0.0,100.0,52.0,0.0,43.0,90.0,55.0,44.0,14.0,56.0,0.27
teksturirani papir 300 g,stochastic,66,16.0,0.0,52.0,0.0,75.0,39.0,-4.0,80.0,47.0,-1.0,4.93
teksturirani papir 300 g,stochastic,67,16.0,21.0,52.0,0.0,64.0,85.0,3.0,76.0,25.0,0.0,9.65
teksturirani papir 300 g,stochastic,68,16.0,52.0,52.0,0.0,54.0,55.0,17.0,64.0,43.0,16.0,9.41
teksturirani papir 300 g,stochastic,69,16.0,81.0,52.0,0.0,44.0,94.0,33.0,49.0,80.0,40.0,5.35
teksturirani papir 300 g,stochastic,70,16.0,100.0,52.0,0.0,38.0,0.0,48.0,42.0,49.0,53.0,4.27
teksturirani papir 300 g,stochastic,71,39.0,0.0,52.0,0.0,66.0,1.0,-14.0,75.0,12.0,-9.0,9.51
teksturirani papir 300 g,stochastic,72,39.0,21.0,52.0,0.0,54.0,41.0,-4.0,65.0,64.0,-2.0,10.76
teksturirani papir 300 g,stochastic,73,39.0,52.0,52.0,0.0,44.0,93.0,9.0,55.0,8.0,6.0,11.0
teksturirani papir 300 g,stochastic,74,39.0,81.0,52.0,0.0,37.0,17.0,23.0,44.0,48.0,28.0,6.83
teksturirani papir 300 g,stochastic,75,39.0,100.0,52.0,0.0,33.0,62.0,34.0,38.0,47.0,42.0,5.03
teksturirani papir 300 g,stochastic,76,64.0,0.0,52.0,0.0,56.0,82.0,-29.0,64.0,72.0,-24.0,9.12
teksturirani papir 300 g,stochastic,77,64.0,21.0,52.0,0.0,48.0,33.0,-17.0,60.0,18.0,-15.0,13.18
teksturirani papir 300 g,stochastic,78,64.0,52.0,52.0,0.0,33.0,12.0,-1.0,39.0,88.0,-0.0,6.19
teksturirani papir 300 g,stochastic,79,64.0,81.0,52.0,0.0,27.0,33.0,10.0,35.0,13.0,10.0,6.25
teksturirani papir 300 g,stochastic,80,64.0,100.0,52.0,0.0,24.0,83.0,18.0,31.0,15.0,23.0,5.57
teksturirani papir 300 g,stochastic,81,85.0,0.0,52.0,0.0,50.0,32.0,-39.0,54.0,39.0,-38.0,4.61
teksturirani papir 300 g,stochastic,82,85.0,21.0,52.0,0.0,41.0,91.0,-28.0,51.0,89.0,-30.0,10.02
teksturirani papir 300 g,stochastic,83,85.0,52.0,52.0,0.0,29.0,93.0,-11.0,38.0,61.0,-11.0,7.61
teksturirani papir 300 g,stochastic,84,85.0,81.0,52.0,0.0,23.0,45.0,1.0,30.0,38.0,1.0,5.36
teksturirani papir 300 g,stochastic,85,85.0,100.0,52.0,0.0,21.0,91.0,6.0,25.0,80.0,12.0,6.26
teksturirani papir 300 g,stochastic,86,100.0,0.0,52.0,0.0,45.0,12.0,-47.0,48.0,75.0,-45.0,3.91
teksturirani papir 300 g,stochastic,87,100.0,21.0,52.0,0.0,39.0,98.0,-36.0,46.0,87.0,-41.0,7.03
teksturirani papir 300 g,stochastic,88,100.0,52.0,52.0,0.0,28.0,58.0,-19.0,36.0,3.0,-21.0,6.32
teksturirani papir 300 g,stochastic,89,100.0,81.0,52.0,0.0,21.0,62.0,-3.0,27.0,24.0,-5.0,4.61
teksturirani papir 300 g,stochastic,90,100.0,100.0,52.0,0.0,19.0,77.0,0.0,23.0,93.0,3.0,4.08
teksturirani papir 300 g,stochastic,91,0.0,0.0,81.0,0.0,81.0,27.0,0.0,81.0,51.0,-1.0,1.36
teksturirani papir 300 g,stochastic,92,0.0,21.0,81.0,0.0,73.0,66.0,9.0,78.0,42.0,3.0,5.57
teksturirani papir 300 g,stochastic,93,0.0,52.0,81.0,0.0,61.0,42.0,25.0,65.0,17.0,22.0,3.8
teksturirani papir 300 g,stochastic,94,0.0,81.0,81.0,0.0,50.0,83.0,43.0,49.0,72.0,45.0,1.44
teksturirani papir 300 g,stochastic,95,0.0,100.0,81.0,0.0,43.0,75.0,57.0,42.0,85.0,57.0,0.93
teksturirani papir 300 g,stochastic,96,16.0,0.0,81.0,0.0,73.0,99.0,-5.0,79.0,59.0,-2.0,4.81
teksturirani papir 300 g,stochastic,97,16.0,21.0,81.0,0.0,63.0,77.0,3.0,75.0,32.0,0.0,9.83
teksturirani papir 300 g,stochastic,98,16.0,52.0,81.0,0.0,53.0,15.0,18.0,61.0,51.0,18.0,8.34
teksturirani papir 300 g,stochastic,99,16.0,81.0,81.0,0.0,44.0,64.0,34.0,48.0,44.0,41.0,4.68
teksturirani papir 300 g,stochastic,100,16.0,100.0,81.0,0.0,38.0,50.0,48.0,42.0,88.0,53.0,4.23
teksturirani papir 300 g,stochastic,101,39.0,0.0,81.0,0.0,66.0,31.0,-14.0,74.0,75.0,-9.0,8.51
teksturirani papir 300 g,stochastic,102,39.0,21.0,81.0,0.0,54.0,16.0,-5.0,65.0,61.0,-3.0,10.89
teksturirani papir 300 g,stochastic,103,39.0,52.0,81.0,0.0,44.0,13.0,8.0,54.0,42.0,7.0,11.06
teksturirani papir 300 g,stochastic,104,39.0,81.0,81.0,0.0,36.0,56.0,22.0,42.0,27.0,28.0,5.78
teksturirani papir 300 g,stochastic,105,39.0,100.0,81.0,0.0,33.0,36.0,33.0,36.0,55.0,41.0,4.1
teksturirani papir 300 g,stochastic,106,64.0,0.0,81.0,0.0,55.0,48.0,-30.0,63.0,11.0,-25.0,8.42
teksturirani papir 300 g,stochastic,107,64.0,21.0,81.0,0.0,45.0,62.0,-20.0,58.0,66.0,-16.0,14.5
teksturirani papir 300 g,stochastic,108,64.0,52.0,81.0,0.0,34.0,46.0,-2.0,41.0,49.0,-2.0,6.99
teksturirani papir 300 g,stochastic,109,64.0,81.0,81.0,0.0,27.0,11.0,10.0,32.0,84.0,9.0,4.85
teksturirani papir 300 g,stochastic,110,64.0,100.0,81.0,0.0,24.0,82.0,17.0,28.0,70.0,21.0,3.81
teksturirani papir 300 g,stochastic,111,85.0,0.0,81.0,0.0,48.0,3.0,-42.0,53.0,61.0,-41.0,6.3
teksturirani papir 300 g,stochastic,112,85.0,21.0,81.0,0.0,41.0,76.0,-31.0,50.0,39.0,-33.0,9.16
teksturirani papir 300 g,stochastic,113,85.0,52.0,81.0,0.0,30.0,33.0,-13.0,37.0,58.0,-12.0,7.32
teksturirani papir 300 g,stochastic,114,85.0,81.0,81.0,0.0,21.0,56.0,0.0,26.0,33.0,-0.0,4.08
teksturirani papir 300 g,stochastic,115,85.0,100.0,81.0,0.0,19.0,90.0,6.0,25.0,51.0,6.0,4.02
teksturirani papir 300 g,stochastic,116,100.0,0.0,81.0,0.0,43.0,72.0,-52.0,48.0,41.0,-49.0,5.39
teksturirani papir 300 g,stochastic,117,100.0,21.0,81.0,0.0,38.0,68.0,-40.0,46.0,90.0,-43.0,8.04
teksturirani papir 300 g,stochastic,118,100.0,52.0,81.0,0.0,28.0,1.0,-21.0,34.0,24.0,-23.0,5.49
teksturirani papir 300 g,stochastic,119,100.0,81.0,81.0,0.0,19.0,66.0,-5.0,25.0,22.0,-5.0,4.92
teksturirani papir 300 g,stochastic,120,100.0,100.0,81.0,0.0,17.0,0.0,0.0,22.0,44.0,-0.0,4.3
teksturirani papir 300 g,stochastic,121,0.0,0.0,100.0,0.0,80.0,40.0,0.0,81.0,49.0,-0.0,1.11
teksturirani papir 300 g,stochastic,122,0.0,21.0,100.0,0.0,73.0,39.0,9.0,77.0,47.0,3.0,4.99
teksturirani papir 300 g,stochastic,123,0.0,52.0,100.0,0.0,60.0,59.0,26.0,62.0,60.0,24.0,2.69
teksturirani papir 300 g,stochastic,124,0.0,81.0,100.0,0.0,49.0,36.0,45.0,49.0,44.0,45.0,1.3
teksturirani papir 300 g,stochastic,125,0.0,100.0,100.0,0.0,42.0,53.0,57.0,42.0,93.0,56.0,0.56
teksturirani papir 300 g,stochastic,126,16.0,0.0,100.0,0.0,73.0,74.0,-4.0,78.0,90.0,-2.0,4.36
teksturirani papir 300 g,stochastic,127,16.0,21.0,100.0,0.0,64.0,12.0,3.0,75.0,14.0,0.0,9.36
teksturirani papir 300 g,stochastic,128,16.0,52.0,100.0,0.0,53.0,57.0,18.0,61.0,61.0,19.0,7.75
teksturirani papir 300 g,stochastic,129,16.0,81.0,100.0,0.0,45.0,24.0,34.0,48.0,29.0,41.0,4.2
teksturirani papir 300 g,stochastic,130,16.0,100.0,100.0,0.0,39.0,30.0,46.0,42.0,25.0,53.0,3.27
teksturirani papir 300 g,stochastic,131,39.0,0.0,100.0,0.0,66.0,6.0,-14.0,74.0,46.0,-9.0,8.43
teksturirani papir 300 g,stochastic,132,39.0,21.0,100.0,0.0,54.0,34.0,-5.0,65.0,69.0,-3.0,10.89
teksturirani papir 300 g,stochastic,133,39.0,52.0,100.0,0.0,43.0,76.0,8.0,53.0,15.0,6.0,10.2
teksturirani papir 300 g,stochastic,134,39.0,81.0,100.0,0.0,36.0,83.0,22.0,42.0,51.0,27.0,5.52
teksturirani papir 300 g,stochastic,135,39.0,100.0,100.0,0.0,33.0,47.0,32.0,37.0,82.0,40.0,4.74
teksturirani papir 300 g,stochastic,136,64.0,0.0,100.0,0.0,54.0,18.0,-31.0,62.0,96.0,-25.0,9.42
teksturirani papir 300 g,stochastic,137,64.0,21.0,100.0,0.0,45.0,53.0,-19.0,58.0,46.0,-16.0,14.35
teksturirani papir 300 g,stochastic,138,64.0,52.0,100.0,0.0,33.0,11.0,-2.0,42.0,3.0,-3.0,8.69
teksturirani papir 300 g,stochastic,139,64.0,81.0,100.0,0.0,26.0,85.0,8.0,33.0,69.0,9.0,6.23
teksturirani papir 300 g,stochastic,140,64.0,100.0,100.0,0.0,24.0,48.0,16.0,29.0,33.0,19.0,4.18
teksturirani papir 300 g,stochastic,141,85.0,0.0,100.0,0.0,48.0,40.0,-43.0,52.0,60.0,-41.0,4.7
teksturirani papir 300 g,stochastic,142,85.0,21.0,100.0,0.0,41.0,11.0,-32.0,50.0,97.0,-32.0,10.25
teksturirani papir 300 g,stochastic,143,85.0,52.0,100.0,0.0,29.0,65.0,-15.0,37.0,72.0,-13.0,8.46
teksturirani papir 300 g,stochastic,144,85.0,81.0,100.0,0.0,23.0,28.0,-0.0,29.0,19.0,-1.0,5.14
teksturirani papir 300 g,stochastic,145,85.0,100.0,100.0,0.0,21.0,12.0,5.0,25.0,12.0,5.0,3.32
teksturirani papir 300 g,stochastic,146,100.0,0.0,100.0,0.0,43.0,13.0,-53.0,47.0,99.0,-50.0,5.05
teksturirani papir 300 g,stochastic,147,100.0,21.0,100.0,0.0,38.0,89.0,-42.0,45.0,92.0,-44.0,6.89
teksturirani papir 300 g,stochastic,148,100.0,52.0,100.0,0.0,28.0,46.0,-23.0,34.0,3.0,-24.0,5.42
teksturirani papir 300 g,stochastic,149,100.0,81.0,100.0,0.0,19.0,59.0,-6.0,25.0,34.0,-6.0,5.33
teksturirani papir 300 g,stochastic,150,100.0,100.0,100.0,0.0,17.0,21.0,-0.0,20.0,82.0,-0.0,3.03
teksturirani papir 300 g,stochastic,151,0.0,0.0,0.0,25.0,63.0,83.0,0.0,74.0,48.0,1.0,8.46
teksturirani papir 300 g,stochastic,152,0.0,31.0,0.0,25.0,55.0,96.0,10.0,70.0,99.0,7.0,13.54
teksturirani papir 300 g,stochastic,153,0.0,72.0,0.0,25.0,42.0,66.0,29.0,49.0,67.0,35.0,7.18
teksturirani papir 300 g,stochastic,154,0.0,100.0,0.0,25.0,35.0,28.0,45.0,40.0,61.0,52.0,5.05
teksturirani papir 300 g,stochastic,155,21.0,0.0,0.0,25.0,61.0,26.0,-5.0,74.0,98.0,-2.0,12.89
teksturirani papir 300 g,stochastic,156,21.0,31.0,0.0,25.0,52.0,3.0,4.0,67.0,17.0,4.0,14.46
teksturirani papir 300 g,stochastic,157,21.0,72.0,0.0,25.0,39.0,74.0,23.0,48.0,58.0,29.0,8.97
teksturirani papir 300 g,stochastic,158,21.0,100.0,0.0,25.0,31.0,59.0,39.0,38.0,52.0,49.0,6.9
teksturirani papir 300 g,stochastic,159,52.0,0.0,0.0,25.0,51.0,38.0,-14.0,66.0,44.0,-12.0,13.99
teksturirani papir 300 g,stochastic,160,52.0,31.0,0.0,25.0,44.0,69.0,-5.0,60.0,69.0,-5.0,16.04
teksturirani papir 300 g,stochastic,161,52.0,72.0,0.0,25.0,33.0,53.0,11.0,42.0,21.0,18.0,9.83
teksturirani papir 300 g,stochastic,162,52.0,100.0,0.0,25.0,26.0,53.0,25.0,32.0,65.0,36.0,7.28
teksturirani papir 300 g,stochastic,163,81.0,0.0,0.0,25.0,43.0,76.0,-24.0,53.0,65.0,-26.0,9.91
teksturirani papir 300 g,stochastic,164,81.0,31.0,0.0,25.0,36.0,96.0,-14.0,48.0,48.0,-19.0,10.83
teksturirani papir 300 g,stochastic,165,81.0,72.0,0.0,25.0,26.0,65.0,1.0,34.0,53.0,4.0,6.51
teksturirani papir 300 g,stochastic,166,81.0,100.0,0.0,25.0,21.0,65.0,12.0,25.0,64.0,20.0,6.0
teksturirani papir 300 g,stochastic,167,100.0,0.0,0.0,25.0,39.0,40.0,-32.0,46.0,92.0,-35.0,7.09
teksturirani papir 300 g,stochastic,168,100.0,31.0,0.0,25.0,33.0,58.0,-20.0,43.0,48.0,-27.0,9.04
teksturirani papir 300 g,stochastic,169,100.0,72.0,0.0,25.0,25.0,30.0,-4.0,30.0,74.0,-5.0,4.36
teksturirani papir 300 g,stochastic,170,100.0,100.0,0.0,25.0,19.0,80.0,5.0,23.0,93.0,8.0,3.31
teksturirani papir 300 g,stochastic,171,0.0,0.0,31.0,25.0,64.0,88.0,-0.0,75.0,97.0,-0.0,9.09
teksturirani papir 300 g,stochastic,172,0.0,31.0,31.0,25.0,55.0,57.0,9.0,68.0,94.0,6.0,13.01
teksturirani papir 300 g,stochastic,173,0.0,72.0,31.0,25.0,42.0,84.0,29.0,49.0,9.0,34.0,6.45
teksturirani papir 300 g,stochastic,174,0.0,100.0,31.0,25.0,34.0,61.0,44.0,40.0,5.0,52.0,5.23
teksturirani papir 300 g,stochastic,175,21.0,0.0,31.0,25.0,57.0,84.0,-6.0,70.0,46.0,-2.0,12.54
teksturirani papir 300 g,stochastic,176,21.0,31.0,31.0,25.0,46.0,89.0,4.0,57.0,96.0,1.0,12.03
teksturirani papir 300 g,stochastic,177,21.0,72.0,31.0,25.0,37.0,7.0,21.0,43.0,74.0,25.0,6.19
teksturirani papir 300 g,stochastic,178,21.0,100.0,31.0,25.0,30.0,65.0,35.0,36.0,67.0,42.0,5.52
teksturirani papir 300 g,stochastic,179,52.0,0.0,31.0,25.0,49.0,75.0,-16.0,62.0,42.0,-13.0,13.18
teksturirani papir 300 g,stochastic,180,52.0,31.0,31.0,25.0,38.0,73.0,-4.0,49.0,0.0,-3.0,10.63
teksturirani papir 300 g,stochastic,181,52.0,72.0,31.0,25.0,28.0,40.0,11.0,35.0,50.0,13.0,6.22
teksturirani papir 300 g,stochastic,182,52.0,100.0,31.0,25.0,23.0,41.0,21.0,28.0,54.0,29.0,5.44
teksturirani papir 300 g,stochastic,183,81.0,0.0,31.0,25.0,41.0,95.0,-27.0,51.0,19.0,-30.0,9.2
teksturirani papir 300 g,stochastic,184,81.0,31.0,31.0,25.0,32.0,58.0,-15.0,41.0,3.0,-16.0,7.37
teksturirani papir 300 g,stochastic,185,81.0,72.0,31.0,25.0,23.0,89.0,0.0,29.0,45.0,1.0,4.78
teksturirani papir 300 g,stochastic,186,81.0,100.0,31.0,25.0,19.0,23.0,8.0,24.0,97.0,14.0,6.8
teksturirani papir 300 g,stochastic,187,100.0,0.0,31.0,25.0,38.0,45.0,-34.0,46.0,47.0,-39.0,7.88
teksturirani papir 300 g,stochastic,188,100.0,31.0,31.0,25.0,30.0,19.0,-22.0,38.0,56.0,-26.0,7.23
teksturirani papir 300 g,stochastic,189,100.0,72.0,31.0,25.0,21.0,29.0,-4.0,26.0,1.0,-7.0,4.08
teksturirani papir 300 g,stochastic,190,100.0,100.0,31.0,25.0,17.0,56.0,2.0,21.0,27.0,4.0,3.25
teksturirani papir 300 g,stochastic,191,0.0,0.0,72.0,25.0,62.0,9.0,-0.0,73.0,52.0,-2.0,9.89
teksturirani papir 300 g,stochastic,192,0.0,31.0,72.0,25.0,52.0,95.0,9.0,65.0,76.0,6.0,12.57
teksturirani papir 300 g,stochastic,193,0.0,72.0,72.0,25.0,41.0,53.0,27.0,48.0,23.0,33.0,6.87
teksturirani papir 300 g,stochastic,194,0.0,100.0,72.0,25.0,33.0,77.0,42.0,39.0,15.0,50.0,5.25
teksturirani papir 300 g,stochastic,195,21.0,0.0,72.0,25.0,56.0,1.0,-5.0,66.0,18.0,-4.0,9.84
teksturirani papir 300 g,stochastic,196,21.0,31.0,72.0,25.0,45.0,94.0,3.0,56.0,47.0,0.0,11.47
teksturirani papir 300 g,stochastic,197,21.0,72.0,72.0,25.0,34.0,81.0,20.0,43.0,16.0,24.0,7.5
teksturirani papir 300 g,stochastic,198,21.0,100.0,72.0,25.0,29.0,71.0,33.0,34.0,48.0,41.0,4.71
teksturirani papir 300 g,stochastic,199,52.0,0.0,72.0,25.0,47.0,22.0,-18.0,60.0,22.0,-15.0,14.11
teksturirani papir 300 g,stochastic,200,52.0,31.0,72.0,25.0,36.0,67.0,-5.0,45.0,74.0,-3.0,9.32
